Date,CA,FL,NC,NY,PA,TX
2020-05-27,51.0,18.0,49.0,58.0,61.0,47.0
2020-05-28,54.0,30.0,75.0,91.0,49.0,64.0
2020-05-29,67.0,57.0,103.0,80.0,54.0,42.0
2020-05-30,88.0,43.0,113.0,71.0,53.0,47.0
2020-05-31,65.0,34.0,0.0,57.0,40.0,67.0
2020-06-01,63.0,31.0,151.0,48.0,28.0,20.0
2020-06-02,59.0,29.0,59.0,68.0,48.0,57.0
2020-06-03,59.0,61.0,85.0,54.0,40.0,58.0
2020-06-04,80.0,66.0,103.0,54.0,41.0,56.0
2020-06-05,84.0,61.0,113.0,55.0,35.0,58.0
2020-06-06,67.0,59.0,150.0,57.0,55.0,67.0
2020-06-07,60.0,55.0,87.0,40.0,39.0,49.0
2020-06-08,64.0,45.0,79.0,36.0,28.0,23.0
2020-06-09,75.0,51.0,70.0,35.0,39.0,67.0
2020-06-10,73.0,64.0,84.0,35.0,32.0,84.0
2020-06-11,89.0,79.0,124.0,38.0,37.0,63.0
2020-06-12,95.0,88.0,174.0,42.0,54.0,72.0
2020-06-13,84.0,120.0,150.0,47.0,36.0,81.0
2020-06-14,67.0,94.0,138.0,36.0,26.0,66.0
2020-06-15,69.0,82.0,82.0,32.0,25.0,44.0
2020-06-16,85.0,130.0,75.0,32.0,28.0,132.0
2020-06-17,108.0,121.0,90.0,29.0,27.0,108.0
2020-06-18,95.0,149.0,129.0,32.0,33.0,121.0
2020-06-19,91.0,178.0,155.0,41.0,41.0,120.0
2020-06-20,95.0,188.0,163.0,37.0,39.0,151.0
2020-06-21,83.0,162.0,134.0,34.0,36.0,133.0
2020-06-22,169.0,137.0,76.0,28.0,36.0,113.0
2020-06-23,158.0,152.0,81.0,31.0,40.0,191.0
2020-06-24,123.0,257.0,140.0,30.0,39.0,191.0
2020-06-25,127.0,233.0,116.0,38.0,45.0,206.0
2020-06-26,140.0,416.0,161.0,41.0,47.0,197.0
2020-06-27,101.0,444.0,163.0,36.0,49.0,198.0
2020-06-28,115.0,399.0,155.0,32.0,39.0,185.0
2020-06-29,191.0,245.0,128.0,20.0,39.0,148.0
2020-06-30,210.0,283.0,113.0,26.0,48.0,240.0
2020-07-01,168.0,305.0,174.0,39.0,50.0,279.0
2020-07-02,259.0,470.0,156.0,40.0,65.0,273.0
2020-07-03,84.0,441.0,199.0,47.0,52.0,260.0
2020-07-04,41.0,533.0,137.0,37.0,49.0,285.0
2020-07-05,103.0,467.0,126.0,28.0,38.0,119.0
2020-07-06,425.0,295.0,147.0,27.0,35.0,183.0
2020-07-07,264.0,342.0,129.0,31.0,78.0,346.0
2020-07-08,198.0,464.0,137.0,4.0,66.0,344.0
2020-07-09,227.0,416.0,195.0,61.0,56.0,338.0
2020-07-10,277.0,532.0,189.0,40.0,79.0,330.0
2020-07-11,180.0,482.0,234.0,38.0,63.0,325.0
2020-07-12,154.0,712.0,182.0,35.0,45.0,264.0
2020-07-13,229.0,587.0,174.0,29.0,37.0,177.0
2020-07-14,286.0,428.0,188.0,47.0,73.0,351.0
2020-07-15,214.0,474.0,170.0,43.0,78.0,346.0
2020-07-16,254.0,648.0,206.0,40.0,61.0,671.0
2020-07-17,173.0,533.0,196.0,40.0,81.0,340.0
2020-07-18,228.0,480.0,237.0,39.0,60.0,380.0
2020-07-19,148.0,582.0,173.0,26.0,61.0,298.0
2020-07-20,294.0,481.0,121.0,27.0,55.0,204.0
2020-07-21,273.0,439.0,173.0,44.0,80.0,362.0
2020-07-22,308.0,456.0,203.0,36.0,49.0,327.0
2020-07-23,245.0,477.0,167.0,42.0,75.0,330.0
2020-07-24,231.0,579.0,214.0,39.0,95.0,296.0
2020-07-25,202.0,567.0,201.0,39.0,82.0,222.0
2020-07-26,113.0,433.0,155.0,28.0,62.0,193.0
2020-07-27,268.0,412.0,154.0,31.0,65.0,152.0
2020-07-28,254.0,428.0,167.0,27.0,87.0,340.0
2020-07-29,286.0,441.0,167.0,37.0,65.0,302.0
2020-07-30,242.0,464.0,225.0,40.0,68.0,325.0
2020-07-31,205.0,419.0,186.0,33.0,76.0,288.0
2020-08-01,184.0,447.0,165.0,39.0,70.0,326.0
2020-08-02,122.0,329.0,128.0,27.0,51.0,0.0
2020-08-03,198.0,221.0,126.0,35.0,44.0,391.0
2020-08-04,147.0,253.0,155.0,32.0,67.0,319.0
2020-08-05,145.0,252.0,107.0,33.0,55.0,309.0
2020-08-06,205.0,357.0,189.0,36.0,63.0,265.0
2020-08-07,202.0,357.0,147.0,37.0,59.0,247.0
2020-08-08,154.0,396.0,183.0,36.0,63.0,243.0
2020-08-09,157.0,289.0,137.0,26.0,59.0,173.0
2020-08-10,275.0,193.0,59.0,24.0,47.0,154.0
2020-08-11,356.0,270.0,100.0,34.0,65.0,341.0
2020-08-12,230.0,378.0,0.0,36.0,66.0,219.0
2020-08-13,208.0,290.0,284.0,38.0,77.0,233.0
2020-08-14,265.0,286.0,129.0,37.0,65.0,237.0
2020-08-15,168.0,295.0,146.0,38.0,66.0,289.0
2020-08-16,115.0,175.0,119.0,31.0,52.0,212.0
2020-08-17,252.0,124.0,54.0,21.0,30.0,274.0
2020-08-18,156.0,178.0,120.0,34.0,57.0,254.0
2020-08-19,172.0,191.0,109.0,32.0,45.0,240.0
2020-08-20,154.0,212.0,189.0,31.0,62.0,190.0
2020-08-21,174.0,217.0,191.0,36.0,54.0,170.0
2020-08-22,120.0,200.0,165.0,34.0,62.0,210.0
2020-08-23,84.0,138.0,140.0,29.0,48.0,140.0
2020-08-24,198.0,105.0,121.0,21.0,33.0,99.0
2020-08-25,153.0,124.0,129.0,32.0,44.0,210.0
2020-08-26,134.0,149.0,119.0,29.0,39.0,181.0
2020-08-27,133.0,151.0,199.0,41.0,48.0,197.0
2020-08-28,117.0,175.0,135.0,33.0,65.0,139.0
2020-08-29,112.0,148.0,246.0,33.0,66.0,159.0
2020-08-30,68.0,120.0,100.0,36.0,53.0,129.0
2020-08-31,198.0,87.0,112.0,34.0,41.0,100.0
2020-09-01,108.0,348.0,202.0,39.0,60.0,159.0
2020-09-02,130.0,113.0,108.0,36.0,64.0,154.0
2020-09-03,108.0,165.0,157.0,46.0,91.0,133.0
2020-09-04,143.0,148.0,0.0,44.0,70.0,187.0
2020-09-05,105.0,151.0,344.0,41.0,75.0,145.0
2020-09-06,56.0,137.0,103.0,37.0,54.0,107.0
2020-09-07,61.0,85.0,96.0,27.0,42.0,64.0
2020-09-08,78.0,84.0,69.0,29.0,39.0,56.0
2020-09-09,118.0,100.0,86.0,30.0,73.0,153.0
2020-09-10,57.0,120.0,117.0,39.0,46.0,138.0
2020-09-11,138.0,174.0,146.0,45.0,79.0,120.0
2020-09-12,76.0,148.0,139.0,44.0,72.0,152.0
2020-09-13,50.0,113.0,114.0,37.0,6.0,121.0
2020-09-14,126.0,81.0,80.0,30.0,92.0,89.0
2020-09-15,74.0,121.0,106.0,39.0,90.0,184.0
2020-09-16,74.0,109.0,108.0,34.0,61.0,206.0
2020-09-17,104.0,151.0,148.0,46.0,73.0,144.0
2020-09-18,112.0,149.0,134.0,41.0,59.0,157.0
2020-09-19,92.0,166.0,121.0,51.0,76.0,134.0
2020-09-20,51.0,117.0,124.0,44.0,52.0,169.0
2020-09-21,124.0,78.0,77.0,29.0,37.0,231.0
2020-09-22,72.0,114.0,114.0,39.0,65.0,618.0
2020-09-23,84.0,120.0,91.0,34.0,71.0,118.0
2020-09-24,81.0,117.0,161.0,49.0,67.0,151.0
2020-09-25,104.0,132.0,585.0,47.0,63.0,163.0
2020-09-26,99.0,129.0,165.0,52.0,80.0,165.0
2020-09-27,43.0,87.0,122.0,45.0,71.0,154.0
2020-09-28,91.0,34.0,83.0,43.0,53.0,60.0
2020-09-29,78.0,151.0,88.0,61.0,77.0,155.0
2020-09-30,71.0,90.0,143.0,51.0,91.0,188.0
2020-10-01,89.0,122.0,216.0,71.0,90.0,121.0
2020-10-02,106.0,123.0,170.0,82.0,91.0,123.0
2020-10-03,71.0,129.0,210.0,89.0,0.0,244.0
2020-10-04,56.0,86.0,58.0,63.0,176.0,113.0
2020-10-05,101.0,65.0,212.0,48.0,52.0,102.0
2020-10-06,68.0,104.0,147.0,72.0,81.0,146.0
2020-10-07,91.0,120.0,163.0,70.0,102.0,148.0
2020-10-08,93.0,154.0,231.0,94.0,107.0,147.0
2020-10-09,98.0,135.0,194.0,82.0,108.0,141.0
2020-10-10,68.0,0.0,221.0,74.0,136.0,145.0
2020-10-11,56.0,256.0,164.0,59.0,91.0,86.0
2020-10-12,77.0,70.0,121.0,53.0,85.0,87.0
2020-10-13,113.0,127.0,166.0,72.0,105.0,181.0
2020-10-14,87.0,135.0,184.0,63.0,100.0,168.0
2020-10-15,77.0,155.0,241.0,75.0,125.0,168.0
2020-10-16,78.0,160.0,256.0,88.0,123.0,204.0
2020-10-17,50.0,188.0,198.0,92.0,145.0,175.0
2020-10-18,35.0,118.0,219.0,71.0,108.0,200.0
2020-10-19,121.0,79.0,112.0,51.0,78.0,88.0
2020-10-20,101.0,170.0,151.0,62.0,122.0,175.0
2020-10-21,86.0,104.0,175.0,104.0,111.0,188.0
2020-10-22,173.0,261.0,229.0,84.0,161.0,219.0
2020-10-23,139.0,172.0,314.0,84.0,173.0,227.0
2020-10-24,111.0,208.0,0.0,106.0,160.0,225.0
2020-10-25,53.0,111.0,154.0,84.0,130.0,148.0
2020-10-26,130.0,158.0,364.0,61.0,110.0,163.0
